drill,hole,score,prediction,label
drill_4mm_15,34,0.010225757956504822,0,0
drill_4mm_15,35,0.004802192561328411,0,0
drill_4mm_15,36,0.0028065890073776245,0,0
drill_4mm_15,37,0.15429797768592834,0,0
drill_4mm_15,38,0.08267531543970108,0,0
drill_4mm_15,39,0.14929695427417755,0,0
drill_4mm_15,40,0.26403340697288513,0,0
drill_4mm_15,41,0.1482541412115097,0,0
drill_4mm_15,42,0.2985812723636627,0,0
drill_4mm_15,43,0.3721759617328644,0,0
drill_4mm_15,44,0.4352414906024933,0,0
drill_4mm_15,45,0.8249161839485168,1,0
drill_4mm_15,46,0.5004982948303223,1,0
drill_4mm_15,47,0.4201197624206543,1,0
drill_4mm_15,48,0.2640191614627838,0,0
drill_4mm_15,49,0.31571972370147705,0,0
drill_4mm_15,50,0.40588319301605225,0,0
drill_4mm_15,51,0.30415013432502747,0,0
drill_4mm_15,52,0.3382171094417572,0,0
drill_4mm_15,53,0.5709162354469299,0,0
drill_4mm_15,54,0.11002375185489655,0,0
drill_4mm_15,55,0.15053917467594147,0,0
drill_4mm_15,56,0.079027459025383,0,0
drill_4mm_15,57,0.10793182998895645,0,0
