drill,hole,hybrid_mse,adaptive_threshold,prediction,label,drill_lead_time
drill_4mm_09_batch_00_collet_1_31-01-2025,40,28.680996,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,41,30.808687,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,42,32.184723,0.004515972,1.0,1,36
drill_4mm_09_batch_00_collet_1_31-01-2025,43,38.169514,0.004515972,1.0,1,36
drill_4mm_09_batch_00_collet_1_31-01-2025,44,58.273815,0.004515972,1.0,1,36
drill_4mm_09_batch_00_collet_1_31-01-2025,45,27.531363,0.004515972,1.0,1,36
drill_4mm_09_batch_00_collet_1_31-01-2025,46,24.760527,0.004515972,1.0,1,36
drill_4mm_09_batch_00_collet_1_31-01-2025,47,25.145853,0.004515972,1.0,1,36
drill_4mm_09_batch_00_collet_1_31-01-2025,48,22.28867,0.004515972,1.0,1,36
drill_4mm_09_batch_00_collet_1_31-01-2025,49,22.996202,0.004515972,1.0,1,36
drill_4mm_09_batch_00_collet_1_31-01-2025,50,80.77324,0.004515972,1.0,1,36
