drill,hole,prob_xgb,label_real,threshold_xgb,prediction,drill_lead_time
drill_4mm_09_batch_00_collet_1_31-01-2025,14,0.29196793,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,15,0.37969947,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,16,0.5511419,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,17,0.87458616,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,18,0.62168896,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,19,0.872381,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,20,0.85466826,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,21,0.9617932,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,22,0.8722429,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,23,0.8867621,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,24,0.6226314,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,25,0.4532035,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,26,0.9544871,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,27,0.97063565,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,28,0.9275734,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,29,0.95531255,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,30,0.9535746,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,31,0.7701056,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,32,0.85181665,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,33,0.49487007,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,34,0.65151083,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,35,0.22267938,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,36,0.70037156,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,37,0.8197808,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,38,0.8656889,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,39,0.9214164,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,40,0.9394143,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,41,0.9028664,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,42,0.39621493,1,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,43,0.39371905,1,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,44,0.9345587,1,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,45,0.7327384,1,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,46,0.6672482,1,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,47,0.90762246,1,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,48,0.7583785,1,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,49,0.7130131,1,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,50,0.9886947,1,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,51,0.96552706,1,0.11851703375577927,1,45
drill_4mm_10_batch_00_collet_1_04-02-2025,1,0.014677262,0,0.6744776368141174,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,2,0.7430339,0,0.6744776368141174,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,3,0.05747088,0,0.6744776368141174,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,4,0.009766208,0,0.6744776368141174,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,5,0.021121087,0,0.6744776368141174,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,6,0.05696249,0,0.6744776368141174,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,7,0.076905996,0,0.6744776368141174,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,8,0.37931,0,0.6744776368141174,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,9,0.9266048,0,0.6744776368141174,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,10,0.46531847,0,0.6744776368141174,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,11,0.08273861,0,0.6744776368141174,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,12,0.28066194,0,0.6744776368141174,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,13,0.16535558,0,0.6744776368141174,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,14,0.84425765,0,0.6744776368141174,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,15,0.9617556,0,0.6744776368141174,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,16,0.1748107,0,0.6744776368141174,0,44
